#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:Gene_u47_unique" spec="beast.base.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:Gene_u47_unique" spec="beast.base.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:Gene_u47_unique" lower="0.0" name="popSize" spec="beast.base.inference.parameter.RealParameter">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:Gene_u47_unique" spec="beast.base.evolution.tree.TreeIntervals">
#                <tree id="Tree.t:Gene_u47_unique" spec="beast.base.evolution.tree.Tree">
#                    <taxonset id="TaxonSet.Gene_u47_unique" spec="beast.base.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="KappaPrior.s:Gene_u47_unique" name="distribution">
#            <parameter id="kappa.s:Gene_u47_unique" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S" spec="beast.base.inference.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior.t:Gene_u47_unique" name="distribution" x="@popSize.t:Gene_u47_unique">
#            <OneOnX id="OneOnX.1" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@Gene_u47_unique" id="treeLikelihood.Gene_u47_unique" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Gene_u47_unique">
#            <siteModel id="SiteModel.s:Gene_u47_unique" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:Gene_u47_unique" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:Gene_u47_unique" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Gene_u47_unique" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:Gene_u47_unique" kappa="@kappa.s:Gene_u47_unique" spec="beast.base.evolution.substitutionmodel.HKY">
#                    <frequencies data="@Gene_u47_unique" id="empiricalFreqs.s:Gene_u47_unique" spec="beast.base.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:Gene_u47_unique" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:Gene_u47_unique" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	kappa	popSize	CoalescentConstant
0	-1272.3827193604704	-1247.3039209574335	-25.078798403037002	-1247.3039209574335	1.0219717482138453	4.428487088387463	2.0	0.3	-24.41741117338865
5000	-446.07499062397807	-477.21677466977724	31.141784045799167	-477.21677466977724	0.03652161033028038	0.13779166704782964	0.868775413055115	0.030636243582406308	29.073985395748107
10000	-454.4525221589226	-481.65111514974853	27.198592990825947	-481.65111514974853	0.04512557575889674	0.18053233414528538	0.868775413055115	0.04329438573762586	25.47663356886652
15000	-454.3119946779653	-479.5781939443351	25.26619926636985	-479.5781939443351	0.04489141522149351	0.18541001601383197	0.9752013494593866	0.08026297182138009	24.196996174391845
20000	-448.11161357317866	-476.3717708995807	28.26015732640208	-476.3717708995807	0.050062448189702666	0.18423014838273788	0.9752013494593866	0.047329166779050476	26.662772582106637
25000	-444.42886242074843	-482.82782701875107	38.39896459800265	-482.82782701875107	0.03972183215209924	0.12039088511606703	0.9752013494593866	0.021404731976822307	36.00806513243981
30000	-446.66529133348814	-479.3191244072376	32.65383307374945	-479.3191244072376	0.032539158025411664	0.13035195729807653	0.8142768594008356	0.03403355387925198	30.67505079288192
35000	-442.2385170539129	-480.05907621284354	37.8205591589306	-480.05907621284354	0.03021407164330361	0.10826557859926053	1.0519375511988176	0.022986662715464432	35.52884868901383
40000	-445.2967433987401	-473.21564260550537	27.918899206765253	-473.21564260550537	0.04261057188701148	0.17231799630174008	1.2237242968287465	0.03888772612081151	26.219632511710078
45000	-444.6167514860682	-476.14148275040964	31.5247312643414	-476.14148275040964	0.03367016646098387	0.14332806241200996	2.0685747992791654	0.03379415084255724	30.030079443037344
50000	-434.80634417140624	-468.62186980264164	33.815525631235424	-468.62186980264164	0.030905352516226184	0.11470027572040643	2.0685747992791654	0.024160520009143475	31.985305970805214
55000	-438.0789545798888	-472.6186801612454	34.5397255813566	-472.6186801612454	0.059615243728978806	0.1742575550863477	2.0685747992791654	0.01982946425423742	32.51195494976883
60000	-438.6021516594395	-473.5280558077439	34.92590414830435	-473.5280558077439	0.055624338985514936	0.16192978030308772	1.5973568276153518	0.024317146724869183	32.91021141813124
65000	-435.74841824711524	-469.69094781578525	33.94252956866999	-469.69094781578525	0.042980505086625195	0.14151235356492808	1.868615454805446	0.023765381091503876	32.01523662867261
70000	-433.6159882605026	-471.08215052110967	37.466162260607085	-471.08215052110967	0.03873963984006998	0.1214623481100796	2.2963200267566166	0.014583410866840594	35.22078781299192
75000	-437.49070863303166	-469.99901258564137	32.50830395260974	-469.99901258564137	0.03950761911383986	0.1356584726157533	1.9410470704660001	0.02712226682088077	30.74250637469692
80000	-441.2458711703606	-468.78258216182576	27.536710991465185	-468.78258216182576	0.03712214295212511	0.16517809797037455	2.4580182572408455	0.040187667287820666	26.367194785335563
85000	-436.9670941737473	-466.5091595730195	29.542065399272182	-466.5091595730195	0.036326772075227144	0.14039345916407067	2.4580182572408455	0.044961725359985216	28.484800608764075
90000	-436.5959937744429	-469.6390896437854	33.04309586934247	-469.6390896437854	0.04929512883499903	0.15551603462489094	2.4580182572408455	0.022188802011422513	31.279607246259594
95000	-433.55089345097	-466.2672049540403	32.71631150307028	-466.2672049540403	0.045222974569464024	0.14476953860540004	2.4580182572408455	0.028828002494420833	31.214582355858447
