#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:Gene_u47_unique" spec="beast.base.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:Gene_u47_unique" spec="beast.base.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:Gene_u47_unique" lower="0.0" name="popSize" spec="beast.base.inference.parameter.RealParameter">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:Gene_u47_unique" spec="beast.base.evolution.tree.TreeIntervals">
#                <tree id="Tree.t:Gene_u47_unique" spec="beast.base.evolution.tree.Tree">
#                    <taxonset id="TaxonSet.Gene_u47_unique" spec="beast.base.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="GammaShapePrior.s:Gene_u47_unique" name="distribution">
#            <parameter id="gammaShape.s:Gene_u47_unique" lower="0.1" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="KappaPrior.s:Gene_u47_unique" name="distribution">
#            <parameter id="kappa.s:Gene_u47_unique" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.14" name="M" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.15" name="S" spec="beast.base.inference.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior.t:Gene_u47_unique" name="distribution" x="@popSize.t:Gene_u47_unique">
#            <OneOnX id="OneOnX.1" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@Gene_u47_unique" id="treeLikelihood.Gene_u47_unique" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Gene_u47_unique">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Gene_u47_unique" shape="@gammaShape.s:Gene_u47_unique" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:Gene_u47_unique" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Gene_u47_unique" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:Gene_u47_unique" kappa="@kappa.s:Gene_u47_unique" spec="beast.base.evolution.substitutionmodel.HKY">
#                    <frequencies data="@Gene_u47_unique" id="empiricalFreqs.s:Gene_u47_unique" spec="beast.base.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:Gene_u47_unique" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:Gene_u47_unique" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	gammaShape	kappa	popSize	CoalescentConstant	mutationRate
190000	-445.10115226978166	-470.9871919399545	25.88603967017289	-470.9871919399545	0.033390931965154566	0.14505928490851053	1.2887911271081889	3.0914269271051946	0.05465548857116097	26.54413486162878	1.0
195000	-435.52472238210436	-474.2688854971808	38.744163115076454	-474.2688854971808	0.02453319593904922	0.08212545785353857	0.3832202786161902	4.119909585788338	0.016823248168634012	37.65563615910385	1.0
200000	-445.75080919396004	-467.9996042364525	22.248795042492464	-467.9996042364525	0.054248747052953974	0.20708750032521456	3.064983471847258	4.119909585788338	0.05851302698936559	25.088518943402452	1.0
205000	-434.0817529673138	-468.0999586286892	34.01820566137543	-468.0999586286892	0.03919829930424366	0.12415504285602007	2.040428497555368	3.554814836288651	0.022122586721753497	34.68089872705386	1.0
210000	-437.6915099860953	-465.4268775132943	27.73536752719901	-465.4268775132943	0.0439012367674678	0.16267756936003852	1.5751696538227178	2.668265467241869	0.027002565568739565	27.82233485940923	1.0
215000	-446.0017542517129	-477.003129734864	31.001375483151083	-477.003129734864	0.039672284176552816	0.14569985237200256	1.5751696538227178	3.5317993892294037	0.021548593818172698	31.164923798556526	1.0
220000	-444.35704116295074	-469.0357856033705	24.678744440419802	-469.0357856033705	0.047050442645905174	0.19508704526336507	1.5751696538227178	3.5317993892294037	0.03539273678182532	25.338488816895122	1.0
225000	-445.15292073714824	-470.58400143166017	25.43108069451194	-470.58400143166017	0.050051104639384565	0.19450078502766593	1.5751696538227178	2.5281268668784618	0.05483133708666816	26.17400067907536	1.0
230000	-443.91844098461405	-474.43843801034797	30.5199970257339	-474.43843801034797	0.045557213247155705	0.15620833350755245	1.5751696538227178	2.5281268668784618	0.022450789632234243	30.369980921634706	1.0
235000	-436.91611187569197	-466.43155662062276	29.51544474493079	-466.43155662062276	0.047091420594873076	0.1563513311529823	1.5751696538227178	4.633245606770571	0.031237423404024005	30.39081204561358	1.0
240000	-442.518582354967	-471.5963920766549	29.0778097216879	-471.5963920766549	0.028190882353237502	0.1275878246272662	1.5751696538227178	3.3086828451309374	0.031104267134996824	29.533563607159248	1.0
245000	-439.82467093313676	-469.12932372469487	29.30465279155814	-469.12932372469487	0.035803047210208286	0.14393259768399624	1.5751696538227178	3.3086828451309374	0.03290504678969362	29.816687704213333	1.0
250000	-443.1083155669977	-470.64101715559394	27.532701588596222	-470.64101715559394	0.053875724845826	0.18557392353681829	0.42868081454020024	4.09764747494385	0.05432157208826274	27.65494408685379	1.0
255000	-444.4311729396147	-467.455257798604	23.02408485898927	-467.455257798604	0.048579770586439516	0.1982353340137782	1.4998087920631382	4.09764747494385	0.06924262810599059	24.460150596753962	1.0
260000	-436.4302639355102	-467.45285378904947	31.022589853539248	-467.45285378904947	0.026707281059799297	0.10943776368730922	1.4998087920631382	4.09764747494385	0.032465473818072896	31.70121608583513	1.0
265000	-442.8410820715003	-466.3452667946261	23.50418472312584	-466.3452667946261	0.043525932069443315	0.18542344736375319	1.4998087920631382	4.09764747494385	0.057743378622832964	24.758642461779473	1.0
270000	-444.2969843187287	-471.56640942403783	27.269425105309164	-471.56640942403783	0.03791185451426003	0.14942444774749267	1.4998087920631382	4.09764747494385	0.05395959275477534	28.45610964115841	1.0
275000	-436.76542673475785	-467.03735011722483	30.271923382466966	-467.03735011722483	0.05363812219486325	0.1712784718392989	0.33556671996250487	6.31835247823987	0.033767879937770064	30.432440563271996	1.0
280000	-446.0262651420547	-469.68926969120764	23.663004549152937	-469.68926969120764	0.03695499352013923	0.17725784532697358	0.33556671996250487	6.31835247823987	0.047642536379106336	24.167737660592497	1.0
285000	-434.8908350586247	-469.8169456446127	34.92611058598803	-469.8169456446127	0.03098807875390097	0.10781456612219646	0.18371727155045672	6.217533552338205	0.02059614813444578	34.41568693191074	1.0
290000	-448.10070581481295	-470.6778091642689	22.57710334945599	-470.6778091642689	0.06678876450444383	0.2439975531171391	0.18371727155045672	6.217533552338205	0.07177644570236338	23.315131988779548	1.0
295000	-439.7401860517037	-466.8622452197326	27.12205916802889	-466.8622452197326	0.05415445734449416	0.1795225508742616	0.5062823050762134	6.217533552338205	0.04863269919435462	27.79339260052192	1.0
300000	-435.79002892287957	-463.80639369525215	28.016364772372576	-463.80639369525215	0.047527756880117226	0.15568133927571293	1.4231098217339149	6.217533552338205	0.042632746594045805	29.472852251299642	1.0
305000	-446.36103420917397	-466.0162725343326	19.655238325158596	-466.0162725343326	0.06208030297964576	0.22517317322112282	1.4231098217339149	3.7216728783852027	0.10584692177455787	21.32042768334398	1.0
310000	-436.8111058052327	-468.0139861511263	31.202880345893565	-468.0139861511263	0.030955030266776287	0.12119242655690639	1.4231098217339149	3.7216728783852027	0.0158629038707642	30.97005908137824	1.0
315000	-445.46708826157465	-468.6384942031658	23.171405941591146	-468.6384942031658	0.055008882670357695	0.19374845853287487	1.4231098217339149	3.7216728783852027	0.07117689292537532	24.43976961181282	1.0
320000	-435.0581189395908	-465.28072798476967	30.222609045178867	-465.28072798476967	0.0433374271235018	0.14270991624779658	1.4609451557515523	3.7216728783852027	0.020904860137193382	30.30362149562532	1.0
325000	-444.77125238677667	-470.0412326320938	25.269980245317136	-470.0412326320938	0.0410473662621253	0.16432199929683253	1.4609451557515523	3.7216728783852027	0.06777119969271984	26.527148342784336	1.0
330000	-440.0139502873322	-465.35343999962504	25.339489712292835	-465.35343999962504	0.05056774094520105	0.18914258772034495	1.4609451557515523	4.2597084052649885	0.04877724723408492	26.435796349458	1.0
335000	-441.7669854235619	-467.97248053524515	26.20549511168329	-467.97248053524515	0.03390148603923136	0.13288265940562685	5.021519050724657	4.027891795484464	0.025553169591288432	30.14483028905648	1.0
340000	-438.4139534439779	-466.99122852028466	28.577275076306748	-466.99122852028466	0.059734334399063206	0.17368168055475403	3.5182688397590085	4.027891795484464	0.03412798142740093	31.302716296829836	1.0
345000	-440.2774848836652	-469.7505358447953	29.473050961130117	-469.7505358447953	0.06571104111842872	0.20220925011929522	0.7074156103338691	4.027891795484464	0.026045832191209452	29.11737909744264	1.0
350000	-444.23945771501843	-470.5596049274907	26.320147212472236	-470.5596049274907	0.03248408029351625	0.14492279232466657	2.530386738996247	4.027891795484464	0.0323437094186897	28.00400826291896	1.0
355000	-445.38541857111727	-477.19269845507944	31.807279883962156	-477.19269845507944	0.040384012666478654	0.13525194401703178	3.3752955501442776	3.69075958472178	0.017060631812835406	33.58943878612423	1.0
360000	-439.10023504338113	-468.0765049031148	28.97626985973367	-468.0765049031148	0.04811306738090715	0.16454491012796005	1.306424573193064	4.82777738957463	0.03766559581605685	29.825728772347812	1.0
365000	-441.4815534887942	-468.84034618236694	27.358792693572777	-468.84034618236694	0.02842216370729004	0.10872210357936321	1.306424573193064	4.535763812532723	0.06245486262123648	28.629865614222698	1.0
370000	-436.8253017023381	-467.92014455957155	31.094842857233445	-467.92014455957155	0.04872283365560649	0.1587294646760085	0.6425658964657804	2.5715680947043795	0.039428376334213006	30.591722310766123	1.0
375000	-438.4505230909637	-467.01275939667806	28.562236305714347	-467.01275939667806	0.037572794688915875	0.1365432502087852	1.703256401428197	5.1149540104912585	0.0417328565393846	29.99116047294102	1.0
380000	-437.93118144087543	-466.53232113351646	28.601139692641038	-466.53232113351646	0.0404539742580583	0.14671408022245447	1.703256401428197	3.09076684708851	0.04967399060931788	29.577900878263982	1.0
385000	-441.1598484842915	-469.3662427243812	28.206394240089725	-469.3662427243812	0.0491450570095023	0.17320445790596625	1.0303643408961718	5.798648104760603	0.04327661198268153	29.180001052080314	1.0
390000	-438.5167172769385	-465.56099861740347	27.044281340464998	-465.56099861740347	0.03572310872583901	0.14531092525724496	1.2183490252883054	6.821233796345003	0.028803220166892008	28.048356494453365	1.0
395000	-437.0812990994175	-465.6648400091549	28.583540909737405	-465.6648400091549	0.051815122568709376	0.16047616832337572	1.2183490252883054	6.821233796345003	0.03641602154967829	29.82213770175158	1.0
400000	-437.18643214816484	-466.8684099244246	29.681977776259746	-466.8684099244246	0.05411332623989612	0.17171420380326874	1.2183490252883054	7.118744942754513	0.02905768292649761	30.763260548555728	1.0
405000	-444.525084331938	-468.1693099947039	23.644225662765912	-468.1693099947039	0.056771376966974235	0.1831951037011708	6.38714293347588	7.118744942754513	0.040545677784056586	30.22744860749675	1.0
410000	-441.1121176348952	-468.093914006434	26.981796371538767	-468.093914006434	0.03523607103101018	0.11943159349692369	6.38714293347588	4.350557883470692	0.033550492726652933	32.65740124479467	1.0
415000	-445.56111281725646	-467.8656731845384	22.30456036728194	-467.8656731845384	0.04511376080857614	0.16942072647849396	6.38714293347588	4.350557883470692	0.02558456737820209	27.70910302380699	1.0
420000	-445.90243355334036	-466.3699700560004	20.467536502660025	-466.3699700560004	0.04099084956122939	0.1465076459516847	10.380791104457343	4.350557883470692	0.02096442527149602	29.666564963782598	1.0
425000	-442.4035469673946	-465.3462541897858	22.942707222391157	-465.3462541897858	0.032183088642354286	0.12868130638146874	6.940259500650423	4.350557883470692	0.025247127666372063	28.887089506636812	1.0
430000	-433.7285082338194	-468.17928554591737	34.45077731209794	-468.17928554591737	0.03752041561110466	0.12823719776751075	0.57095866560982	4.350557883470692	0.02470510386626768	34.00415622438941	1.0
435000	-438.8531779610873	-466.9935440835675	28.140366122480188	-466.9935440835675	0.0356938819471733	0.12678511259324823	1.9049547612532083	2.397532593641387	0.059016847785404586	29.236955661131503	1.0
440000	-448.6198631175092	-479.7716756791425	31.151812561633285	-479.7716756791425	0.019714325230693844	0.09601807767847777	1.9049547612532083	2.397532593641387	0.012991921480766588	30.734906881198178	1.0
445000	-435.41234883742896	-467.4856300174777	32.07328118004876	-467.4856300174777	0.04332442174522635	0.1407553940831664	1.9049547612532083	2.397532593641387	0.024652747722709225	32.29693612363034	1.0
450000	-438.74184597302485	-470.4507000220548	31.708854049029945	-470.4507000220548	0.047674954258888194	0.15043779258226603	0.7422415576127985	2.397532593641387	0.03446325347419549	31.10480106492102	1.0
455000	-439.1940693698747	-467.9281321079663	28.734062738091602	-467.9281321079663	0.040706267876626887	0.15302672497066716	0.7422415576127985	4.44387436040858	0.050002772316356775	29.19154763851178	1.0
