#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:Gene_u90_unique" spec="beast.base.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:Gene_u90_unique" spec="beast.base.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:Gene_u90_unique" lower="0.0" name="popSize" spec="beast.base.inference.parameter.RealParameter">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:Gene_u90_unique" spec="beast.base.evolution.tree.TreeIntervals">
#                <tree id="Tree.t:Gene_u90_unique" spec="beast.base.evolution.tree.Tree">
#                    <taxonset id="TaxonSet.Gene_u90_unique" spec="beast.base.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="FrequenciesPrior.s:Gene_u90_unique" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:Gene_u90_unique" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <distr id="Dirichlet.0" spec="beast.base.inference.distribution.Dirichlet">
#                <parameter dimension="4" estimate="false" id="RealParameter.13" name="alpha" spec="beast.base.inference.parameter.RealParameter">4.0 4.0 4.0 4.0</parameter>
#            </distr>
#        </prior>
#        <prior id="KappaPrior.s:Gene_u90_unique" name="distribution">
#            <parameter id="kappa.s:Gene_u90_unique" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.14" name="M" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.15" name="S" spec="beast.base.inference.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior.t:Gene_u90_unique" name="distribution" x="@popSize.t:Gene_u90_unique">
#            <OneOnX id="OneOnX.1" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@Gene_u90_unique" id="treeLikelihood.Gene_u90_unique" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Gene_u90_unique">
#            <siteModel id="SiteModel.s:Gene_u90_unique" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:Gene_u90_unique" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:Gene_u90_unique" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Gene_u90_unique" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:Gene_u90_unique" kappa="@kappa.s:Gene_u90_unique" spec="beast.base.evolution.substitutionmodel.HKY">
#                    <frequencies frequencies="@freqParameter.s:Gene_u90_unique" id="estimatedFreqs.s:Gene_u90_unique" spec="beast.base.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:Gene_u90_unique" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:Gene_u90_unique" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	popSize	CoalescentConstant	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
80000	-1460.9031500163735	-1515.1141660592612	54.21101604288766	-1515.1141660592612	0.3670027481796251	0.8725640146108085	0.054474809966633786	50.02705470545171	3.735558409081838	0.3032746158479433	0.18143116590563563	0.20478993554731012	0.31050428269911107
85000	-1461.0390966552268	-1513.7963228173564	52.75722616212955	-1513.7963228173564	0.36734191142096295	0.8816359450613218	0.0465365400104133	48.52040413697639	4.067077030608412	0.3032746158479433	0.18143116590563563	0.20478993554731012	0.31050428269911107
90000	-1469.104865038838	-1522.9970039755879	53.892138936750015	-1522.9970039755879	0.3389749242813483	0.8084078320586096	0.06472015960502564	50.132204648866846	4.556461601578901	0.3032746158479433	0.18143116590563563	0.20478993554731012	0.31050428269911107
95000	-1464.719433341065	-1523.8429792579811	59.12354591691614	-1523.8429792579811	0.3228182946337201	0.7721828992966316	0.04654295645062527	54.98504609177147	4.556461601578901	0.29151323016523134	0.18143116590563563	0.21655132123002205	0.31050428269911107
100000	-1467.8896473775296	-1528.1028016491925	60.21315427166283	-1528.1028016491925	0.3320593388195828	0.7838857932650249	0.03182823616985743	56.00811701342907	5.160115660443242	0.24942172781052732	0.15903455077776865	0.25105812744121675	0.3404855939704874
105000	-1474.8652537301182	-1528.9692398668979	54.10398613677961	-1528.9692398668979	0.33988709507789944	0.8089678715905244	0.04870561368112556	50.18644206045109	5.160115660443242	0.24942172781052732	0.1896099156072989	0.2204827626116865	0.3404855939704874
110000	-1463.7562940929945	-1516.9906215555118	53.234327462517385	-1516.9906215555118	0.4750526021888241	1.080082911011772	0.05435189096054476	49.546752213267396	5.610476780200167	0.24853885146507446	0.18993667173031065	0.22059418740912043	0.34093028939549436
115000	-1468.5575972395786	-1523.5994061146635	55.04180887508491	-1523.5994061146635	0.33967148566797806	0.8174405887938154	0.048323533142132426	51.2366728912074	5.610476780200167	0.24853885146507446	0.18993667173031065	0.22059418740912043	0.34093028939549436
120000	-1473.6855741002005	-1523.5287904121228	49.84321631192222	-1523.5287904121228	0.39043159603100125	0.9397274900909738	0.07837048234466426	46.463991119657386	5.610476780200167	0.27257808938613215	0.18993667173031065	0.22059418740912043	0.3168910514744367
125000	-1464.0548381615206	-1516.4981554493365	52.44331728781599	-1516.4981554493365	0.37589227323331587	0.9049271681866918	0.04121879852881632	48.03531894622537	4.235510535808777	0.27257808938613215	0.18993667173031065	0.22059418740912043	0.3168910514744367
130000	-1458.9094595445679	-1517.0792286487442	58.16976910417628	-1517.0792286487442	0.34992239610040016	0.8144800896730746	0.05083792902780969	53.77359186608368	3.4193747878701752	0.2843313122464358	0.19705662721488382	0.19628256387295628	0.322329496665724
135000	-1461.829845203492	-1515.3872393280958	53.55739412460398	-1515.3872393280958	0.3493348685578633	0.8441871641507984	0.059168828565074945	49.74469546731107	4.470923234684567	0.29741485476583435	0.17017918415004085	0.21007646441840075	0.322329496665724
140000	-1470.669993383682	-1527.7702272774313	57.10023389374943	-1527.7702272774313	0.34188496664593404	0.8175572456634752	0.05024592277199443	53.28591331190445	4.082310475943729	0.2540501535669231	0.1587557324385653	0.19993987582516926	0.38725423816934235
145000	-1467.2712106146723	-1523.2553194643406	55.984108849668175	-1523.2553194643406	0.3535132903941662	0.8376151315735841	0.042229819183670546	51.346324312815874	2.6490024321550445	0.22314774960381012	0.17446439547196135	0.22383594463255704	0.37855191029167146
150000	-1479.689191896581	-1538.116421925137	58.427230028556025	-1538.116421925137	0.25743865280239014	0.6270813234285282	0.05433977687693087	54.142629035728	3.098690191868465	0.23307295609775305	0.19249443512620734	0.20086949218062733	0.37356311659541214
155000	-1463.5088075854258	-1520.6867208808287	57.177913295402966	-1520.6867208808287	0.34603374467847847	0.8104402249903044	0.050720389810972585	53.03947801141757	3.7396798154373725	0.23307295609775305	0.19249443512620734	0.20086949218062733	0.37356311659541214
160000	-1454.68118094629	-1517.376971911239	62.695790964949104	-1517.376971911239	0.3172208956341477	0.7330714469708258	0.03813344980978919	57.92172428279246	3.1027659581350484	0.2872760283765899	0.1768405218739672	0.21860393553777466	0.3172795142116682
165000	-1459.6408979419855	-1515.5330245698444	55.89212662785895	-1515.5330245698444	0.3730786514527783	0.8488522223314136	0.06830263311184928	51.93560018211742	3.681821456152436	0.26454630920113065	0.1768405218739672	0.21860393553777466	0.3400092333871274
170000	-1456.2047971206166	-1514.1362217207234	57.931424600106816	-1514.1362217207234	0.33206042719108453	0.7981399982085268	0.04782477695607645	53.61849368794537	3.681821456152436	0.26454630920113065	0.1768405218739672	0.21860393553777466	0.3400092333871274
175000	-1459.9265452698726	-1516.6615521616654	56.73500689179296	-1516.6615521616654	0.37221313792459054	0.8563547101917646	0.040618064040894346	52.202449343218625	3.974771111870819	0.26582781098473607	0.2079524674684173	0.20735927514458913	0.3188604464022574
180000	-1469.8718511066559	-1523.6549408264266	53.78308971977066	-1523.6549408264266	0.4066726427622766	0.974696966072909	0.058424958411102214	49.611408641016546	3.648809511729566	0.2888174540101096	0.19045555784155302	0.20077647961210468	0.3199505085362327
185000	-1463.2784825405909	-1516.6131637804615	53.334681239870676	-1516.6131637804615	0.3959688025213164	0.9266593930601803	0.05362982541587264	49.646422878527524	5.2453067357816785	0.2523289537522575	0.20140966055958254	0.18797152767833103	0.3582898580098289
190000	-1461.622324162481	-1518.0690333306507	56.44670916816963	-1518.0690333306507	0.3334218761686905	0.7914497000227781	0.045951926544986546	52.578816832465684	4.715906508553782	0.2786385598477978	0.17510005446404225	0.18797152767833103	0.3582898580098289
195000	-1477.9673785577093	-1525.3521377464833	47.38475918877411	-1525.3521377464833	0.3874502705859437	0.9517627979120604	0.07503911877080406	43.310053747017584	3.091247378942547	0.24469899381017582	0.2064453588587614	0.19585633091998034	0.35299931641108245
200000	-1472.9565573500372	-1527.2832325744005	54.326675224363214	-1527.2832325744005	0.3214379835278012	0.7772742118105859	0.037947941287356964	49.998450309231	4.421259942175384	0.24469899381017582	0.2064453588587614	0.19585633091998034	0.35299931641108245
205000	-1461.604436268921	-1517.0477484143512	55.44331214543007	-1517.0477484143512	0.35723501046808676	0.8434277246796802	0.03962207792292907	51.035421940681914	4.2099338458286395	0.2776587564948659	0.2023254943245998	0.19527427683395668	0.32474147234657763
210000	-1463.4642265067876	-1515.0738160329356	51.60958952614803	-1515.0738160329356	0.40168493904943386	0.9537899814059698	0.04547458303341003	47.439754382392074	4.2099338458286395	0.24188229818757778	0.2023254943245998	0.19527427683395668	0.3605179306538657
215000	-1467.1576096899485	-1520.1144092528493	52.95679956290096	-1520.1144092528493	0.32447575245498683	0.7945899859126432	0.06059734785000383	48.887630827359345	3.618517468769235	0.24188229818757778	0.2023254943245998	0.19527427683395668	0.3605179306538657
220000	-1466.495056030165	-1521.9137590163916	55.41870298622671	-1521.9137590163916	0.4031042493057907	0.9200989065824843	0.058289993198515064	51.798523588546495	4.915891575706209	0.24469795114523638	0.17666242222475298	0.20870936236077384	0.3699302642692368
225000	-1478.3464978302056	-1528.454353433465	50.10785560325945	-1528.454353433465	0.38346923451481685	0.9200545450787191	0.049868951662960834	46.501913643757675	4.4637178573519	0.24978274009006396	0.16061247702516215	0.18691259032745883	0.402692192557315
230000	-1467.8103209905944	-1525.1259657863163	57.315644795721866	-1525.1259657863163	0.30625748168017586	0.7345916007748883	0.05681957593479646	53.54442660582623	4.024229469991143	0.279246318780629	0.1779438452671929	0.173906631772457	0.3689032041797211
235000	-1469.7193232600468	-1521.7103349882102	51.991011728163265	-1521.7103349882102	0.35324612132251754	0.84564507375451	0.06351398282678135	48.368603208939675	4.024229469991143	0.279246318780629	0.15623312422290891	0.19561735281674097	0.3689032041797211
240000	-1456.6423946179102	-1514.099778852897	57.45738423498693	-1514.099778852897	0.3549306312127783	0.8318167592744992	0.04493414118412792	53.34933872258541	3.9794782022661908	0.27495732463514033	0.15556199980597696	0.2189856650255212	0.35049501053336146
245000	-1467.1515603392395	-1521.825413531209	54.67385319196959	-1521.825413531209	0.313295307959147	0.7705294624650947	0.037841485113535474	50.39401578164432	3.9794782022661908	0.27495732463514033	0.15556199980597696	0.2189856650255212	0.35049501053336146
250000	-1459.5844507133972	-1515.9587019702299	56.37425125683254	-1515.9587019702299	0.36227499633696475	0.8409976485500846	0.03442717243277436	51.939115387327114	3.9794782022661908	0.27495732463514033	0.1696980862636615	0.20484957856783664	0.35049501053336146
255000	-1462.6294420242793	-1516.724603482867	54.095161458587725	-1516.724603482867	0.35932675466802944	0.8521488795219101	0.05420524055994409	50.415742785738246	5.004080488651407	0.27495732463514033	0.1696980862636615	0.20484957856783664	0.35049501053336146
260000	-1474.783411168957	-1524.0607434899664	49.277332321009496	-1524.0607434899664	0.39272420525375756	0.9530136362292304	0.062400910102593035	46.036182638256264	5.354402849857985	0.26250043699698694	0.15883612059297397	0.19662948403556332	0.38203395837447585
265000	-1465.669925661673	-1521.777140954639	56.107215292966046	-1521.777140954639	0.30975650772493646	0.746841244618675	0.027931593729061985	51.448483736197254	3.382834675534378	0.25547768186624376	0.15219754651171843	0.21524900561198282	0.37707576601005505
270000	-1475.7791635661545	-1530.6292904529992	54.85012688684463	-1530.6292904529992	0.310359055422568	0.7658390046060823	0.04566828544463988	51.04199282526074	3.6911368635385444	0.2872968552732782	0.14455258419111214	0.1794482444242837	0.388702316111326
275000	-1467.06313854057	-1520.8233757367725	53.76023719620249	-1520.8233757367725	0.37742223903875016	0.8868346575523862	0.06485999326747281	50.20366896224735	4.043102378278581	0.3055629870892122	0.15278977695936172	0.1884730862281389	0.35317414972328703
280000	-1458.9169333845757	-1515.523617652915	56.606684268339215	-1515.523617652915	0.34588089461052896	0.8167642429937565	0.042373845546050885	52.45278024915197	4.295152177572502	0.265812879742665	0.1887186692104107	0.1885888557506727	0.3568795952962516
285000	-1459.400451771351	-1521.8567582896135	62.45630651826248	-1521.8567582896135	0.3341790125715102	0.7751989840001412	0.027144449226190984	57.667157122733684	4.149002747175475	0.30124235745454436	0.21120697782016049	0.18274631074660977	0.30480435397868544
290000	-1455.6552101046518	-1520.9300894219366	65.2748793172848	-1520.9300894219366	0.3025030320119136	0.6953606524916075	0.03166546239065696	60.82746479159877	4.084371318037396	0.2660121307428846	0.1813186374135813	0.18804210602685956	0.3646271258166745
295000	-1468.2828009309792	-1523.3676114886148	55.08481055763565	-1523.3676114886148	0.39723198025454487	0.9120882841004998	0.06312289670366718	50.992022222679424	3.61211723096893	0.2660121307428846	0.20823345051560077	0.18804210602685956	0.337712312714655
300000	-1454.6025485262728	-1512.0233508713518	57.42080234507906	-1512.0233508713518	0.369730579356954	0.8527863006466745	0.052570968898051976	53.039279432338375	3.322027812004744	0.2835278258060141	0.2024041670472907	0.18933478435046375	0.32473322279623146
305000	-1472.2029503892531	-1524.8017945291597	52.598844139906646	-1524.8017945291597	0.38481111059459333	0.9218070592459645	0.04846531324165592	48.07533616104204	3.060803265178515	0.2768978988871119	0.1885450300876702	0.2000606455776979	0.33449642544752006
310000	-1471.6444389276355	-1526.4001617297881	54.75572280215268	-1526.4001617297881	0.31483073909710474	0.7717830861391888	0.0426957315341688	50.147205112963746	2.8047707021681294	0.26559415782310464	0.2055511128049304	0.17111411506304122	0.3577406143089236
315000	-1468.076285612594	-1523.9135468451461	55.83726123255218	-1523.9135468451461	0.3049417277667515	0.7449406580061393	0.036083648646175706	51.25920078285223	3.583171711036634	0.2523219985100498	0.2055511128049304	0.18438627437609606	0.3577406143089236
320000	-1464.479249294586	-1515.7732704360665	51.2940211414804	-1515.7732704360665	0.3641997461903165	0.8888731800547881	0.04236225208422385	47.11994186674506	4.346659340227866	0.2523219985100498	0.18206696449090917	0.2078704226901173	0.3577406143089236
325000	-1461.7121240061945	-1516.7704306169178	55.05830661072326	-1516.7704306169178	0.3440921549760972	0.8196982843037813	0.052007489254291536	51.132610325780014	4.164601727299802	0.26487073879111406	0.19039117987704668	0.17949540095705396	0.3652426803747853
330000	-1462.5866137013104	-1521.300983092864	58.71436939155363	-1521.300983092864	0.3302472677312897	0.7955452546043437	0.041461629145640146	54.087604945324784	3.3330266421016472	0.2508662460178695	0.20360029516533973	0.20167062448272538	0.3438628343340654
335000	-1462.3763228826676	-1515.8499120339645	53.47358915129683	-1515.8499120339645	0.3473725902140685	0.8289605419163713	0.05006547455768639	49.26121536198927	4.198043564864684	0.27182590400898765	0.20360029516533973	0.20167062448272538	0.32290317634294724
340000	-1466.9402430540888	-1523.9036249155863	56.963381861497545	-1523.9036249155863	0.3577964784851457	0.8544222909350161	0.053587270724750544	52.65426347867851	3.8410551029911324	0.2744543711967526	0.2066541081721636	0.20824071395132518	0.3106508066797587
345000	-1465.0363619155273	-1522.3450987408337	57.30873682530631	-1522.3450987408337	0.32768880770923564	0.7827995958674556	0.04492761212434708	52.82335946418732	3.8410551029911324	0.2744543711967526	0.2066541081721636	0.20824071395132518	0.3106508066797587
350000	-1461.5397639720645	-1514.2557173305477	52.715953358483155	-1514.2557173305477	0.3392198566024624	0.8239167242435312	0.06558145522345327	48.64385312046166	3.952005639021484	0.2744543711967526	0.2066541081721636	0.20824071395132518	0.3106508066797587
355000	-1462.3594457304405	-1516.7512191289381	54.39177339849761	-1516.7512191289381	0.3436068975548957	0.8118418995081249	0.034731497689132244	49.863284278985475	4.61844377751077	0.2492917014358217	0.21576268563696346	0.21423746374655456	0.32070814918066026
360000	-1468.387723895904	-1520.2521516591132	51.86442776320926	-1520.2521516591132	0.3599084380619285	0.8620083616627261	0.040332727074035776	47.51480139546479	3.707768379312204	0.2527458837593897	0.18263959131878843	0.19598848927495063	0.3686260356468711
365000	-1458.5894277998254	-1514.2190056268018	55.6295778269763	-1514.2190056268018	0.3420189195580885	0.8154595554686238	0.039456088373462816	51.18288160021759	3.707768379312204	0.27913520515362567	0.18263959131878843	0.19598848927495063	0.34223671425263513
370000	-1469.396711252783	-1521.2405645729875	51.8438533202045	-1521.2405645729875	0.32435947514662017	0.7993635731119253	0.04966232407058612	47.627215305302826	3.707768379312204	0.27913520515362567	0.18263959131878843	0.19598848927495063	0.34223671425263513
375000	-1459.5678598943953	-1516.3217595547028	56.75389966030748	-1516.3217595547028	0.3390101467991996	0.8091751995382295	0.04107314903515591	52.284573645351394	3.4391817145572166	0.3022069651786449	0.17326087877634347	0.1987867724722419	0.32574538357276966
380000	-1463.740245458981	-1520.459654986795	56.71940952781399	-1520.459654986795	0.35139713609213197	0.8304214610915402	0.04161506469945061	52.675126298554154	4.938872307117381	0.2709612050135889	0.17898764008999307	0.20690786728354685	0.3431432876128712
385000	-1474.7016835583574	-1524.5011325617977	49.799449003440266	-1524.5011325617977	0.3222657035262019	0.8011138425479172	0.056563446988177814	46.04517841341037	4.666432796705089	0.3026716067371577	0.1682778669460307	0.2035520674945826	0.3254984588222291
390000	-1462.6584654682845	-1518.8259192239962	56.16745375571169	-1518.8259192239962	0.33219047141275465	0.7918446497716698	0.0544002139101967	52.2966279805705	4.666432796705089	0.2821391831344098	0.1682778669460307	0.22408449109733053	0.3254984588222291
395000	-1461.116698089463	-1515.1987751708257	54.0820770813627	-1515.1987751708257	0.3293838602964487	0.785452876073772	0.0643593822446171	50.581468424939224	4.381919213385314	0.29136223763084385	0.1503562650721401	0.20138118419573836	0.3569003131012777
400000	-1473.0502555087696	-1524.594533219533	51.544277710763446	-1524.594533219533	0.42560965874208534	0.9864317940464533	0.07525069296776	48.200011443158985	4.381919213385314	0.29136223763084385	0.1503562650721401	0.20138118419573836	0.3569003131012777
405000	-1468.8559362654632	-1525.486496068298	56.63055980283478	-1525.486496068298	0.33871956457809144	0.8117709109524412	0.05158390609579254	52.48947576242342	3.3687372912604157	0.25504916149717977	0.1503562650721401	0.23769426032940244	0.3569003131012777
410000	-1465.3757408776983	-1521.3011533136687	55.925412435970436	-1521.3011533136687	0.32017063382735433	0.7688526067700533	0.03742204813492092	51.44273236122445	3.637743045695353	0.28358044681924194	0.1691615962913937	0.20635281598756536	0.340905140901799
415000	-1464.1849846221508	-1517.4419266888215	53.25694206667067	-1517.4419266888215	0.34897575566230127	0.8453471535975527	0.04985792078171299	49.06117931497712	3.637743045695353	0.28358044681924194	0.1691615962913937	0.20635281598756536	0.340905140901799
420000	-1477.965829249082	-1531.1067844088761	53.14095515979416	-1531.1067844088761	0.4321931553403343	1.0015309585324332	0.05453369104091089	49.189561378556306	4.217698524972837	0.30915262024604956	0.18516465834564255	0.18628866875902744	0.3193940526492805
