#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:Gene_u83_unique" spec="beast.base.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:Gene_u83_unique" spec="beast.base.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:Gene_u83_unique" lower="0.0" name="popSize" spec="beast.base.inference.parameter.RealParameter">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:Gene_u83_unique" spec="beast.base.evolution.tree.TreeIntervals">
#                <tree id="Tree.t:Gene_u83_unique" spec="beast.base.evolution.tree.Tree">
#                    <taxonset id="TaxonSet.Gene_u83_unique" spec="beast.base.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="KappaPrior.s:Gene_u83_unique" name="distribution">
#            <parameter id="kappa.s:Gene_u83_unique" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S" spec="beast.base.inference.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior.t:Gene_u83_unique" name="distribution" x="@popSize.t:Gene_u83_unique">
#            <OneOnX id="OneOnX.1" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@Gene_u83_unique" id="treeLikelihood.Gene_u83_unique" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Gene_u83_unique">
#            <siteModel id="SiteModel.s:Gene_u83_unique" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:Gene_u83_unique" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:Gene_u83_unique" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Gene_u83_unique" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:Gene_u83_unique" kappa="@kappa.s:Gene_u83_unique" spec="beast.base.evolution.substitutionmodel.HKY">
#                    <frequencies data="@Gene_u83_unique" id="empiricalFreqs.s:Gene_u83_unique" spec="beast.base.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:Gene_u83_unique" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:Gene_u83_unique" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	kappa	popSize	CoalescentConstant
0	-3734.346788513326	-3648.227342446428	-86.11944606689816	-3648.227342446428	1.5794808256282808	7.683034740099261	2.0	0.3	-85.45805883724982
5000	-667.8361959604405	-794.0480741543582	126.21187819391773	-794.0480741543582	0.03898677073725239	0.14463125419167736	2.261999348875552	0.015476028823023695	124.01255099560018
10000	-617.9258558310801	-779.4729852622753	161.54712943119526	-779.4729852622753	0.0391423286014512	0.10709120367055869	2.261999348875552	0.008005878080054925	158.68868596549024
15000	-621.8767117940529	-774.0239427661631	152.1472309721102	-774.0239427661631	0.030651471222447553	0.10127280011308279	2.261999348875552	0.008528053850772786	149.35197265651004
20000	-612.4528034319645	-771.5172177349034	159.06441430293884	-771.5172177349034	0.03213651300894702	0.10354830600711182	2.495062654439098	0.008047486861953522	156.30076427870674
25000	-595.0955101631369	-774.0839189710388	178.98840880790186	-774.0839189710388	0.025320737903267665	0.07106955746064354	2.495062654439098	0.005186750236839162	175.78550627449619
30000	-628.0042168440982	-775.162560581683	147.15834373758477	-775.162560581683	0.034483261575034556	0.11859806434415178	3.50302492121306	0.011688165644147886	145.1254587547261
35000	-616.8154621940698	-775.8173568761113	159.00189468204147	-775.8173568761113	0.033669176076431176	0.09833928106813124	3.227115488296433	0.0058744059070423085	156.18783677914053
40000	-614.5695254424191	-769.6056817062171	155.03615626379792	-769.6056817062171	0.038805920203241015	0.11306183823896054	3.7828652174028954	0.00874740102493155	152.80467122916775
45000	-619.3345554183671	-768.6480246321939	149.31346921382678	-768.6480246321939	0.026146145620032212	0.09443383051755355	9.482764484359889	0.008871135232090667	148.47965547583271
50000	-610.797357329209	-770.1386510031247	159.34129367391563	-770.1386510031247	0.02441073344760529	0.07715046681675611	12.41790958844308	0.008287438321349946	158.94799253257403
55000	-622.6706963028169	-774.5417730479436	151.87107674512674	-774.5417730479436	0.0311898554542083	0.10055480272447957	6.531100123895905	0.00798381775737293	150.30527868376475
60000	-622.4726135820671	-771.9312843339228	149.4586707518557	-771.9312843339228	0.026964439474575195	0.09719853318461269	4.586700701879346	0.008121770119617235	147.39828981336674
65000	-609.5644954567988	-771.0742911895571	161.5097957327584	-771.0742911895571	0.027639145101221122	0.0893800335017048	4.586700701879346	0.006681705294670619	159.2542399074291
70000	-613.2097923543135	-773.9519949349254	160.74220258061183	-773.9519949349254	0.03905151351249633	0.11095635138841978	4.586700701879346	0.0056694746276274195	158.32236997185984
75000	-619.593484232282	-773.1960154467725	153.60253121449063	-773.1960154467725	0.024380061944421383	0.08787436279584059	4.586700701879346	0.006948513848831318	151.38612995256906
80000	-608.5707377171466	-769.961862208369	161.3911244912224	-769.961862208369	0.03441514938464074	0.10442358593583291	4.586700701879346	0.008956021717890814	159.42852155097845
85000	-631.7317141243577	-769.82245783372	138.09074370936236	-769.82245783372	0.030058269791571453	0.10542165025046618	4.502069200941683	0.011363975334753515	136.34151438559297
90000	-616.9507512602581	-774.3682051637091	157.41745390345102	-774.3682051637091	0.036081536530051805	0.10323931980382506	6.778387779513764	0.008853116534267723	156.0134637725858
95000	-613.1051104640918	-769.7440099676212	156.63889950352942	-769.7440099676212	0.03563041112212699	0.10556469086023133	5.7736773736494715	0.0073441586293584845	154.80203268814998
100000	-591.7709917857784	-767.2807323962329	175.50974061045451	-767.2807323962329	0.021324538256143187	0.06494735082409452	6.905201836243632	0.005674823948856794	173.69050571980452
105000	-608.7908300409006	-771.1965954903116	162.40576544941095	-771.1965954903116	0.03730665396785125	0.1025806631411871	4.47940751327304	0.006055563590670378	160.0203976269118
110000	-623.9063958162875	-771.5199094524651	147.61351363617757	-771.5199094524651	0.0440917771475088	0.13325058388187966	4.47940751327304	0.00923272520778869	145.64992262283047
115000	-605.2425498435091	-770.8957715396122	165.65322169610312	-770.8957715396122	0.041729207059709936	0.11688533868653676	4.47940751327304	0.0066275417877365355	163.35811038673688
120000	-601.5109921519986	-769.4551002717355	167.94410811973697	-769.4551002717355	0.03352334139336463	0.0972869521204814	4.47940751327304	0.0067107742701570175	165.66147718081803
125000	-613.8295314108824	-772.5083575718241	158.67882616094172	-772.5083575718241	0.03099120733901148	0.0936559135691606	3.648068697445848	0.010505696610407084	156.58696528448843
130000	-605.0494494219881	-770.7802840848875	165.73083466289935	-770.7802840848875	0.04021513369077454	0.11313782304296509	3.4690876446222125	0.005360491279873551	162.90714332990765
135000	-631.716388497412	-776.3359011875211	144.6195126901091	-776.3359011875211	0.03256868126464071	0.11422448792708582	3.4690876446222125	0.01362962481700014	142.72901144860612
140000	-612.7447446322378	-771.8727919590474	159.1280473268096	-771.8727919590474	0.02948010503427347	0.09047749464898679	3.4690876446222125	0.007999204249895307	156.704642434212
145000	-617.5861866192645	-771.7842770068005	154.19809038753596	-771.7842770068005	0.04459761950709727	0.12210015710120457	3.4690876446222125	0.009329472239693862	151.92852187427908
150000	-622.191972112278	-767.4983020263751	145.30632991409712	-767.4983020263751	0.03894207071160834	0.1274871173544881	5.582740018977664	0.01341672244551262	144.02257872893995
155000	-602.6961261580775	-764.1934781293078	161.49735197123027	-764.1934781293078	0.04202302574909472	0.11862686431033471	5.582740018977664	0.0076778490411801275	159.65543834862464
160000	-624.2945393198991	-772.5468831140712	148.25234379417216	-772.5468831140712	0.028558797451763075	0.10064072127655613	7.576316666194578	0.011613010823079072	147.3000416585664
