#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:Gene_u86_unique" spec="beast.base.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:Gene_u86_unique" spec="beast.base.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:Gene_u86_unique" lower="0.0" name="popSize" spec="beast.base.inference.parameter.RealParameter">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:Gene_u86_unique" spec="beast.base.evolution.tree.TreeIntervals">
#                <tree id="Tree.t:Gene_u86_unique" spec="beast.base.evolution.tree.Tree">
#                    <taxonset id="TaxonSet.Gene_u86_unique" spec="beast.base.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="GammaShapePrior.s:Gene_u86_unique" name="distribution">
#            <parameter id="gammaShape.s:Gene_u86_unique" lower="0.1" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="KappaPrior.s:Gene_u86_unique" name="distribution">
#            <parameter id="kappa.s:Gene_u86_unique" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S" spec="beast.base.inference.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior.t:Gene_u86_unique" name="distribution" x="@popSize.t:Gene_u86_unique">
#            <OneOnX id="OneOnX.1" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@Gene_u86_unique" id="treeLikelihood.Gene_u86_unique" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Gene_u86_unique">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Gene_u86_unique" shape="@gammaShape.s:Gene_u86_unique" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:Gene_u86_unique" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Gene_u86_unique" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:Gene_u86_unique" kappa="@kappa.s:Gene_u86_unique" spec="beast.base.evolution.substitutionmodel.HKY">
#                    <frequencies data="@Gene_u86_unique" id="empiricalFreqs.s:Gene_u86_unique" spec="beast.base.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:Gene_u86_unique" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:Gene_u86_unique" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	kappa	gammaShape	popSize	CoalescentConstant
190000	-781.2545753710946	-782.3820499668183	1.1274745957237218	-782.3820499668183	0.481988097669228	0.9790070017550351	4.650588512799185	1.3396585301489332	0.2182208401905996	3.71623722339516
195000	-782.3502263260864	-782.9862429971323	0.6360166710458888	-782.9862429971323	0.478369255466127	0.97657514183231	4.650588512799185	1.885368150539699	0.20784866850860198	3.7217916003462053
200000	-783.9373830491053	-785.1856980134501	1.2483149643448086	-785.1856980134501	0.46158489407433756	0.9366642211706396	2.629870598575927	2.5044813541501076	0.17700968394827332	4.130612071306352
205000	-780.0788611636658	-781.1571288435509	1.0782676798851174	-781.1571288435509	0.6248864597519883	1.2571542376168667	4.930721917917577	1.0080119080184788	0.09265958897414651	2.5584971684622104
210000	-781.6668480784309	-783.812218571607	2.145370493176073	-783.812218571607	0.44616577287338277	0.9089717564225183	4.165762787208517	1.0080119080184788	0.18581530945964056	4.097679619829979
215000	-787.9366711042001	-788.4633267900916	0.5266556858915787	-788.4633267900916	0.5060251521774639	1.0353336377361866	3.9356317413510884	1.2464216607064185	0.28267688562646776	3.0656049760189745
220000	-785.9199709453651	-785.5681344702704	-0.35183647509471117	-785.5681344702704	0.7601693530342526	1.5464875427353693	6.254678882534628	0.6410054937556345	0.26595179980834716	2.1623610580914434
225000	-782.5777044221995	-783.2227795647285	0.6450751425289978	-783.2227795647285	0.5762832707023676	1.1701269424034173	5.505658768402889	1.7701286542394241	0.12020936073348977	3.3039404462539155
230000	-790.758090923	-788.429124579531	-2.328966343469057	-788.429124579531	0.8054347637519569	1.6229948724290126	4.6372430934231765	1.7701286542394241	0.08048965998587346	-0.31097118050711714
235000	-781.4143392531561	-781.6623940604399	0.24805480728377471	-781.6623940604399	0.5394739994152431	1.0854864438363991	4.6372430934231765	1.7514529617558383	0.24532327553975372	3.361822381747305
240000	-780.701481137785	-783.7559993298865	3.0545181921015505	-783.7559993298865	0.45095806259582566	0.9151707304590687	2.9641778331797197	1.3284459044667678	0.09563440920360913	4.266823132402162
245000	-783.4699343700961	-782.6145116328803	-0.8554227372158065	-782.6145116328803	0.6566054393689154	1.3227245631667086	5.986163963185577	1.5207930696903864	0.2945984811122762	2.5741957075115747
250000	-781.1858167470026	-782.4346448125791	1.248828065576487	-782.4346448125791	0.4507613166545369	0.9128308825022925	4.426303506855334	1.0410014155900793	0.04617702472861754	1.9202736967199039
255000	-779.2063994689437	-781.0508559190225	1.844456450078797	-781.0508559190225	0.5285264406764876	1.0666577247131233	3.5599390844230356	1.5025003249332447	0.08266672580146826	3.289127873376737
260000	-781.1004565908889	-782.574227076397	1.4737704855081077	-782.574227076397	0.5638844292316876	1.1385237148913814	3.5599390844230356	1.5025003249332447	0.16770439451270336	3.6258276090625703
265000	-781.8942915564204	-784.3703193719531	2.476027815532736	-784.3703193719531	0.36667362932123226	0.7498311082827882	3.5599390844230356	2.102181438316761	0.13042867321248283	4.976389691297066
270000	-784.1505363039099	-782.7873905900352	-1.363145713874704	-782.7873905900352	0.41764812327311607	0.8426831346885211	3.5599390844230356	2.102181438316761	0.4335035120782953	2.338289547837607
275000	-780.7859967346784	-781.6342348350291	0.8482381003507526	-781.6342348350291	0.466590497996271	0.9474454627881297	3.5599390844230356	2.627220481007558	0.16903148451661384	4.132897503372508
280000	-785.9547833223949	-782.9779707562177	-2.976812566177205	-782.9779707562177	0.4851434164400617	0.9883175013421368	4.914541165822403	1.3130139197445536	0.6733959033568652	0.7872836383227755
285000	-779.8592893750013	-783.375855411937	3.516566036935753	-783.375855411937	0.40942518609919987	0.8282181815730998	3.266299357324739	1.3130139197445536	0.0748804372431736	4.574250724929815
290000	-789.1126344359672	-786.3756301500161	-2.737004285951034	-786.3756301500161	0.5125401500343564	1.0539230898826846	4.319584364554904	1.6320090075201252	0.5995688308923155	1.0573467525546394
295000	-781.1146534849604	-782.0280467536526	0.9133932686922073	-782.0280467536526	0.5570920135121881	1.1230385605752469	4.317303396892525	1.1899364967207267	0.23349840158994253	3.3219515758849267
300000	-784.0350545981184	-782.6060336218671	-1.4290209762512611	-782.6060336218671	0.8728896627430631	1.7550494101081218	4.317303396892525	0.6684512949695742	0.46300248631875357	1.142609321634724
305000	-787.3299103703087	-784.662888940045	-2.6670214302635893	-784.662888940045	0.4785850746324411	0.9647187371634551	4.317303396892525	0.6684512949695742	0.7676033335869548	0.4101495505257141
310000	-782.8171244619828	-782.0453970527741	-0.7717274092086213	-782.0453970527741	0.8825562122686462	1.7822891219916928	7.070046913170769	0.6684512949695742	0.2356752913627638	1.8417510018271839
315000	-779.4819694037816	-781.2858325901968	1.803863186415295	-781.2858325901968	0.4786391516458853	0.9650281891909052	3.361722884360693	1.7532961603650237	0.16989350598370076	4.15355525451635
320000	-784.4429902354724	-782.2161728228239	-2.2268174126485123	-782.2161728228239	0.4969856050495799	1.0023207276770392	3.4956352901404295	2.540426122520155	0.46277476380647087	1.95693426562574
325000	-780.3756919028277	-781.6586475003653	1.2829555975375275	-781.6586475003653	0.4228146596026205	0.8592338468904596	3.4956352901404295	2.540426122520155	0.16554471418006847	4.438708145992083
330000	-786.0364934589654	-787.0754783196	1.038984860634613	-787.0754783196	0.5079847990712413	1.0454720912708988	3.4956352901404295	1.3760543556231637	0.0691529554824404	2.1574451049143706
335000	-779.1562954033686	-781.8581404322998	2.7018450289312352	-781.8581404322998	0.38181863111915104	0.7718497334603713	3.435200844554166	2.433152359329918	0.09348940347630963	5.158780898684865
340000	-781.796769054529	-783.1906039475026	1.393834892973588	-783.1906039475026	0.4975155173085252	1.0036682356576196	5.992043224390657	1.4919476417143227	0.1500162495724694	4.1212161303672765
345000	-785.7128152350755	-783.9177774114165	-1.7950378236589504	-783.9177774114165	1.0100408391477425	2.0370609817185663	9.578998390696224	0.6650225903725703	0.22117319009964714	1.2705184201432036
350000	-783.6018987693675	-782.7495865900888	-0.8523121792786172	-782.7495865900888	0.8687860527224648	1.753088209300026	4.994940506288577	0.5059216675598928	0.10226558722845278	0.24239312986361927
355000	-787.1641044168322	-789.0041524095677	1.84004799273555	-789.0041524095677	0.7443187320509885	1.502448233077513	1.731363291603638	0.5059216675598928	0.20794619810522605	2.531599529059576
360000	-785.0910176524761	-787.1093150456734	2.018297393197254	-787.1093150456734	0.5949307331696431	1.2086260576019843	2.3782385164195396	0.7826056882574264	0.2038752576780471	3.2248133861311974
365000	-786.2954064686463	-783.9400520757114	-2.355354392934923	-783.9400520757114	0.7671194350472178	1.5431569315224567	3.437178512259532	0.7706592233128788	0.6717383614011557	0.41177103198557913
370000	-782.2306922371023	-783.9264687876966	1.6957765505944076	-783.9264687876966	0.438913054283335	0.8914842862897929	2.77479452078853	1.0373787969701744	0.2611067791673448	3.5531237783956717
375000	-785.1369993708682	-787.7903691227822	2.6533697519139268	-787.7903691227822	0.3380264617406828	0.69513966240426	3.438244342228589	2.5651094324398245	0.10012135595375798	5.311816106319716
380000	-782.3760273295086	-785.5550079074591	3.178980577950449	-785.5550079074591	0.4084600665462739	0.8399225687582311	3.438244342228589	1.2484230917510988	0.09462247341792082	4.464252592311631
385000	-783.4448344508162	-785.7817302623307	2.336895811514472	-785.7817302623307	0.6567194782211132	1.320947569768892	2.0814318545156145	0.7560143307941654	0.1374733785169838	3.006526187337852
390000	-780.2605977560021	-783.2289603747181	2.968362618716025	-783.2289603747181	0.4449705577730645	0.9028560415480311	3.776999832790444	0.9646866925359429	0.13793922656277516	4.457741699434859
395000	-781.2980316239795	-782.385580622517	1.0875489985375166	-782.385580622517	0.6086162682202736	1.2310830648783797	6.145662109317032	0.9646866925359429	0.12507800561506857	3.144188113885119
400000	-785.9128584252168	-786.6762785595412	0.7634201343243927	-786.6762785595412	0.4233861258040986	0.8666511650709771	6.145662109317032	2.2845280653160973	0.15657108022810076	4.3644731284940095
405000	-781.2544091889584	-783.6851578338453	2.4307486448869016	-783.6851578338453	0.4789480632578201	0.9730548214997853	2.8057229524120992	1.0217664579474082	0.18449512429327247	3.9364469666940423
410000	-781.141183245576	-781.879761227977	0.7385779824009824	-781.879761227977	0.6204070394932184	1.257331985117625	4.638961291215491	1.0217664579474082	0.22314687035370454	3.0284095174829346
415000	-779.143714725048	-781.4641037397407	2.3203890146927453	-781.4641037397407	0.3821033097904318	0.776552176933108	3.3750537122071895	2.7420403515795106	0.07478057751848745	4.842712426941103
420000	-783.5571482266236	-783.445740520045	-0.11140770657854793	-783.445740520045	0.6064837421286473	1.2335144182917013	5.775298206670762	1.419454002182947	0.24001218482363917	2.9583799582763817
425000	-785.3716517254321	-784.802791654694	-0.5688600707380296	-784.802791654694	0.8128207376665635	1.645088502486548	4.979256482616132	0.7031428897497256	0.32064541965084187	1.8614627701385786
430000	-781.9676678961121	-780.9000508849473	-1.0676170111647876	-780.9000508849473	0.901490340338344	1.8123296768841595	6.761483856811835	0.7031428897497256	0.2975054206257263	1.742243551971126
435000	-781.0972674074673	-781.8762082092527	0.7789408017854333	-781.8762082092527	0.612880188987867	1.2357128294930773	5.5876418624516235	0.9807569029671293	0.2072256674750785	3.214535165411964
440000	-782.0415259902388	-784.9441995613774	2.9026735711385836	-784.9441995613774	0.435249813007699	0.8820018769613388	4.338800454089777	0.8033417415871341	0.14933780644013359	4.4841182320298945
445000	-780.0209244137848	-781.69329331266	1.6723688988752512	-781.69329331266	0.6136475244433889	1.2401587614315708	4.338800454089777	0.8033417415871341	0.1108805270472393	2.9560559513704523
450000	-781.5291502940856	-782.4835994974385	0.9544492033528427	-782.4835994974385	0.5896685588712172	1.1919579484004685	5.307868731702648	1.1406555642401843	0.18803479305924997	3.3785500214116464
455000	-783.0322948165456	-785.6039152679951	2.5716204514495242	-785.6039152679951	0.3649014740674723	0.7458141277662224	3.9284678361361647	1.308968692693478	0.17252878440758657	4.677123983575491
460000	-779.2257338430816	-781.6775795777078	2.4518457346261946	-781.6775795777078	0.4530253105777427	0.9202603739215882	3.549896097653326	1.7471382481925548	0.0975151434449449	4.3030353336586415
465000	-782.4587334279124	-782.7750255614769	0.3162921335645481	-782.7750255614769	0.5892247298004288	1.1895266038698338	6.0031325961082596	1.7471382481925548	0.09148811769111034	2.8071148799425347
