#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:Gene_u69_unique" spec="beast.base.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:Gene_u69_unique" spec="beast.base.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:Gene_u69_unique" lower="0.0" name="popSize" spec="beast.base.inference.parameter.RealParameter">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:Gene_u69_unique" spec="beast.base.evolution.tree.TreeIntervals">
#                <tree id="Tree.t:Gene_u69_unique" spec="beast.base.evolution.tree.Tree">
#                    <taxonset id="TaxonSet.Gene_u69_unique" spec="beast.base.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="GammaShapePrior.s:Gene_u69_unique" name="distribution">
#            <parameter id="gammaShape.s:Gene_u69_unique" lower="0.1" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="KappaPrior.s:Gene_u69_unique" name="distribution">
#            <parameter id="kappa.s:Gene_u69_unique" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.14" name="M" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.15" name="S" spec="beast.base.inference.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior.t:Gene_u69_unique" name="distribution" x="@popSize.t:Gene_u69_unique">
#            <OneOnX id="OneOnX.1" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@Gene_u69_unique" id="treeLikelihood.Gene_u69_unique" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Gene_u69_unique">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Gene_u69_unique" shape="@gammaShape.s:Gene_u69_unique" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:Gene_u69_unique" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Gene_u69_unique" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:Gene_u69_unique" kappa="@kappa.s:Gene_u69_unique" spec="beast.base.evolution.substitutionmodel.HKY">
#                    <frequencies data="@Gene_u69_unique" id="empiricalFreqs.s:Gene_u69_unique" spec="beast.base.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:Gene_u69_unique" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:Gene_u69_unique" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	gammaShape	popSize	CoalescentConstant	kappa
3330000	-1174.0673199971038	-1190.8973913959608	16.830071398856873	-1190.8973913959608	0.02431837140439312	0.05072780093491628	0.47474528313958136	0.005034985726108271	15.337624803632496	6.783337978332352
3335000	-1172.3443887137437	-1190.1464828252638	17.80209411152001	-1190.1464828252638	0.02221640202205053	0.04665092403473428	0.47474528313958136	0.007904324132760451	15.822104650279844	3.411097983158579
3340000	-1173.5935341509385	-1188.9722379607158	15.378703809777317	-1188.9722379607158	0.02786828811571165	0.05884318163956504	0.11579769656320602	0.013553983066988398	14.55195124802962	6.931369293846169
3345000	-1175.6167716396467	-1190.7200707103143	15.103299070667722	-1190.7200707103143	0.028524994237094568	0.05995776507045808	1.270115164645941	0.006647351754060431	14.718402062469615	6.931369293846169
3350000	-1175.452929566248	-1190.8531259453837	15.400196379135691	-1190.8531259453837	0.02729098167249018	0.05971586854168935	1.270115164645941	0.008795214340246774	14.322723944280073	3.4121385795824644
3355000	-1177.087563816148	-1191.204229581629	14.116665765481109	-1191.204229581629	0.027425151389399948	0.0589432676387698	0.12534747061597218	0.019864950083126744	13.757579262319588	7.2648153787766745
3360000	-1173.8055005266015	-1189.44024205528	15.634741528678461	-1189.44024205528	0.025498525977946176	0.05375538148185239	0.9500846255961246	0.008124972642240323	15.206377665140035	7.2648153787766745
3365000	-1175.125471449078	-1189.4020255969822	14.276554147904063	-1189.4020255969822	0.028073472976338734	0.0602459531122685	0.9500846255961246	0.018107460159826016	13.904576382078103	4.37132668691302
3370000	-1178.006811014165	-1190.8322913309808	12.825480316815776	-1190.8322913309808	0.03841857968439198	0.08255628524007923	0.26252556581672654	0.02481624225282695	12.624497719008504	6.398883273806474
3375000	-1172.6749290134403	-1189.9345553677908	17.259626354350626	-1189.9345553677908	0.02747915603208598	0.05712919557887046	0.26252556581672654	0.009539561929957868	15.109638549034994	2.9886874844542564
3380000	-1175.9151138018626	-1190.7783750746084	14.863261272745932	-1190.7783750746084	0.023162795561112604	0.05207768550710439	0.13404158182711412	0.012874378980540948	14.32501626444798	8.412617730097304
3385000	-1175.4861566919672	-1189.8665574527915	14.380400760824365	-1189.8665574527915	0.024779922322178898	0.05298756243317099	2.2479305549871844	0.011157821924198919	14.967148815083963	4.871618963985965
3390000	-1177.2372988455538	-1192.3444122744095	15.107113428855754	-1192.3444122744095	0.03878004718663808	0.0809399547954367	0.24338200377951666	0.018038518374110957	13.369819182185179	2.4315038956131643
3395000	-1180.7675228680903	-1191.7091818393487	10.94165897125856	-1191.7091818393487	0.024306928262709058	0.05355227561681945	3.87301777414935	0.020703763556090053	13.77115490320387	4.869795668157903
3400000	-1179.9584091029903	-1190.6874495746586	10.729040471668181	-1190.6874495746586	0.03387164341917907	0.07335502876940492	3.87301777414935	0.007681487691323996	12.978264041323953	6.450259952254823
3405000	-1177.4675300194967	-1189.533385018662	12.06585499916548	-1189.533385018662	0.02505849349288762	0.055021739998829255	3.87301777414935	0.006983058343529638	14.263407127933288	6.633077057119149
3410000	-1178.2797279382532	-1191.3412764584189	13.061548520165644	-1191.3412764584189	0.03367222186900868	0.07452669373985214	0.6321167342537481	0.006390448918586496	11.92951714934971	6.633077057119149
3415000	-1174.9554121760364	-1190.3836139516714	15.428201775635081	-1190.3836139516714	0.025664000082107053	0.05572749399989374	0.6321167342537481	0.004372969288977232	13.136476199315883	3.785854280008632
3420000	-1172.63273524884	-1189.5995343568645	16.966799108024652	-1189.5995343568645	0.022882414209798738	0.04761753437785752	0.5424140900568566	0.008692969498733261	15.790453011050461	5.5788355127904365
3425000	-1174.4255278703854	-1189.667139872135	15.241612001749662	-1189.667139872135	0.02904835796089647	0.06147200590867591	0.5424140900568566	0.004944756497526568	13.501079031104343	5.5788355127904365
3430000	-1173.0165223191134	-1191.590931517339	18.57440919822553	-1191.590931517339	0.0185840981299664	0.03957017830106896	0.5424140900568566	0.00492861644210061	16.092576637166545	3.1270445314375275
3435000	-1180.6267504537448	-1191.875061183241	11.248310729496337	-1191.875061183241	0.02559387217470649	0.059135253453641665	4.137000510632793	0.015158043898566443	13.604721247861626	3.479974703488827
3440000	-1174.5825824159651	-1189.959938464466	15.377356048500765	-1189.959938464466	0.025925896782253877	0.05376169168404647	2.6120046323867583	0.005759834598232649	15.287988923891131	3.6220103956258964
3445000	-1181.0561902070494	-1192.9136492941388	11.857459087089454	-1192.9136492941388	0.024053699880489395	0.05611659875672537	2.6120046323867583	0.010657324773220444	13.778580151573518	9.270828970177853
3450000	-1173.9113873703118	-1190.0871137069016	16.175726336589797	-1190.0871137069016	0.029351996113587412	0.060680224070258665	1.0315117074596372	0.005073246489704049	14.299218771336868	3.3818005654484184
3455000	-1183.9983891255397	-1195.8824183842057	11.884029258665974	-1195.8824183842057	0.03696701772382206	0.08003749930687157	3.963404897395168	0.010139303310791806	13.250163118882961	2.3261557180677355
3460000	-1174.3369769528133	-1188.7925082128893	14.455531260076006	-1188.7925082128893	0.024187700960214324	0.0518306134170106	0.9001367649296962	0.019520273151783445	13.99170277599036	3.9878493707397284
3465000	-1177.9206949196198	-1191.062902046655	13.142207127035237	-1191.062902046655	0.03264516329300076	0.07411457669433848	0.157007685933341	0.020871676202176552	12.727641726821501	6.671086086191657
3470000	-1175.2479425349163	-1190.463571954051	15.215629419134704	-1190.463571954051	0.023436853884276437	0.04936260321681038	1.6654341653409406	0.007748272961759024	15.591674360281615	7.889340576969195
3475000	-1173.769932716205	-1190.4891399158569	16.719207199651912	-1190.4891399158569	0.024065481069090452	0.0523096498894675	0.2602078466225911	0.00895383345780537	15.03737015344566	4.658472325723471
3480000	-1177.4033304618843	-1191.3431707381894	13.939840276305082	-1191.3431707381894	0.030640558863198355	0.06375178157061144	2.6255087140903326	0.005357540260885379	14.109727300876111	4.658472325723471
3485000	-1174.370594035265	-1189.3550233213869	14.984429286121872	-1189.3550233213869	0.031248794790706216	0.06615232631290303	0.7422293415194311	0.0055437857554797515	13.305209591667266	4.658472325723471
3490000	-1178.4466273007608	-1189.7411318343163	11.29450453355546	-1189.7411318343163	0.034413527365252605	0.07562227551569177	0.10098937701799675	0.04122236803871756	11.442105938501578	6.409791938289802
3495000	-1175.261673732568	-1191.8047713849508	16.543097652382823	-1191.8047713849508	0.017648674447897267	0.03834360065333591	0.10098937701799675	0.012087250384101704	15.463869244556287	6.409791938289802
3500000	-1183.5737499547824	-1195.7770137489724	12.203263794190063	-1195.7770137489724	0.02701882696886145	0.06289579368287244	1.1929833667433447	0.010076488391826354	13.399415513654535	13.727826285815286
3505000	-1175.2897383928541	-1189.1976818459812	13.907943453127006	-1189.1976818459812	0.028588340786207353	0.06154234005254925	1.1929833667433447	0.01320719567117991	14.188226283260601	7.175645197193113
3510000	-1175.97190734794	-1191.4830997738231	15.511192425883099	-1191.4830997738231	0.018424053977863415	0.03982989087301508	1.1929833667433447	0.011475627596578596	15.55827967546237	6.772564291748793
3515000	-1178.590378678245	-1190.280365706439	11.689987028193958	-1190.280365706439	0.02852297599720683	0.06377442515060557	1.7722220870591765	0.022922890246799194	13.008223536540434	6.772564291748793
3520000	-1177.1281363699431	-1190.3055220604083	13.177385690465222	-1190.3055220604083	0.02306598049946239	0.051386181846913244	1.7722220870591765	0.016603811207465638	14.137040620924349	6.619376179460455
3525000	-1179.5612844960579	-1190.9083133292554	11.347028833197612	-1190.9083133292554	0.03114288264185774	0.06713046986913285	1.7722220870591765	0.030429895200189953	12.542503714948694	5.16405505411032
3530000	-1177.6996192767065	-1191.442844635952	13.74322535924549	-1191.442844635952	0.0239629776884137	0.052471374093289544	1.7722220870591765	0.016059586109308722	14.299580657718685	5.16405505411032
3535000	-1176.273543918542	-1190.82614808489	14.552604166348132	-1190.82614808489	0.021415502763407472	0.04737541625813311	1.7722220870591765	0.015474266559193402	14.48161685689919	3.233733633969435
3540000	-1174.6136954015985	-1191.0752336915032	16.461538289904716	-1191.0752336915032	0.025814227031832816	0.056929493381920354	0.23229741840190155	0.005929199039125356	13.674704046404702	2.6281724905426067
3545000	-1177.5215789721294	-1189.5701802761132	12.04860130398379	-1189.5701802761132	0.021926723339747087	0.04665154411712716	1.0797940345194472	0.037584359672229575	12.330816768330594	3.7085078140148418
3550000	-1178.8515552994031	-1192.1691513039482	13.31759600454498	-1192.1691513039482	0.034953822592973034	0.07673093215766225	0.10472094919233492	0.007498719097520656	12.448060703800369	9.629063576372857
3555000	-1174.6279790678138	-1190.52072724759	15.892748179776177	-1190.52072724759	0.0276292764988703	0.05835973347243619	0.10472094919233492	0.012809853086576633	14.71425476994202	5.763332385623438
3560000	-1173.5622169358528	-1191.7818717118737	18.21965477602088	-1191.7818717118737	0.020650884112466607	0.04290408980380926	0.10472094919233492	0.00982102095407461	15.978181451710611	3.094358668259488
3565000	-1176.5284183567285	-1192.896881783814	16.368463427085533	-1192.896881783814	0.023418137656699728	0.05158595708885782	0.9472088725821644	0.00925169964017905	14.90976022192238	3.094358668259488
3570000	-1176.7521852066357	-1189.7699572951642	13.017772088528652	-1189.7699572951642	0.03185542554275771	0.06929296449488433	2.3996833992939783	0.01024747882417954	13.629506973748255	4.725046766227112
3575000	-1173.8551577030898	-1190.4453884787786	16.59023077568874	-1190.4453884787786	0.022609912734578377	0.047941605286054775	0.2594393400241574	0.009648948570355875	15.459165449683077	6.472102473734137
3580000	-1174.0840126404842	-1189.669677745323	15.58566510483877	-1189.669677745323	0.02952959558336448	0.06208307476466538	0.5128783585309656	0.009323120079550454	14.673687189522658	6.472102473734137
3585000	-1177.3415107707906	-1191.0001266960917	13.658615925300982	-1191.0001266960917	0.02368161828022211	0.05266430183082053	3.291361904815695	0.009894198318069168	14.636556729024214	3.1671412165726567
3590000	-1178.092593470686	-1190.9619818620988	12.8693883914126	-1190.9619818620988	0.028798075449788487	0.06154588781413188	3.291361904815695	0.005776573878767377	13.940551501283993	5.230777995778406
3595000	-1177.6054248106077	-1191.2448259274165	13.639401116808806	-1191.2448259274165	0.028770670841293162	0.06708568554280422	0.11884400014395691	0.020592795002251106	12.809176827055069	5.230777995778406
3600000	-1172.969487393307	-1188.7861578972984	15.816670503991354	-1188.7861578972984	0.024626860521757027	0.05262976699336304	0.11884400014395691	0.014209706315628632	14.615430231245654	5.230777995778406
3605000	-1173.6413402297665	-1189.988185398649	16.34684516888244	-1189.988185398649	0.024595363858084255	0.05304645655386621	0.5226640067690634	0.0071961294646656895	14.869042935434981	5.230777995778406
3610000	-1175.015139181608	-1189.0711155433905	14.05597636178247	-1189.0711155433905	0.030449374749927146	0.06399714760039596	0.5226640067690634	0.020763809859776917	13.637842381927054	5.230777995778406
3615000	-1173.3607095413777	-1190.1923020003142	16.831592458936573	-1190.1923020003142	0.027448450342366166	0.056639885905718765	0.38055381564105967	0.008004049984500253	15.318084388878034	5.230777995778406
3620000	-1177.5720931854598	-1189.9604113392315	12.388318153771726	-1189.9604113392315	0.02975022027414259	0.06348232357051398	2.13738600473233	0.020571307121737183	13.575591857861227	5.230777995778406
3625000	-1177.1890272982444	-1192.1491554149893	14.960128116744855	-1192.1491554149893	0.017062584925388216	0.03686920476260427	2.13738600473233	0.012164285820633216	15.622008840931523	5.230777995778406
3630000	-1178.0439509985563	-1190.6203107102624	12.576359711706043	-1190.6203107102624	0.03223926262323646	0.0684980287335467	2.13738600473233	0.011176278329579813	14.047569654037	9.152710098343446
3635000	-1176.9203402528015	-1190.9846933620047	14.064353109203314	-1190.9846933620047	0.02382185937816757	0.05454660450391965	2.13738600473233	0.010603387382713705	14.13487694730248	3.69654767507829
3640000	-1175.698150713553	-1189.4468040778272	13.748653364274215	-1189.4468040778272	0.02562627158069881	0.05690032392065761	2.13738600473233	0.005991080367411925	13.449588254089146	4.343427171232621
3645000	-1177.3762459218797	-1190.0148509308885	12.638605009008913	-1190.0148509308885	0.022314933549581577	0.048100695327994124	0.7096450059609778	0.03272643047252626	12.726876969335922	4.7439976270848305
3650000	-1176.8640870130448	-1192.9005691076281	16.036482094583356	-1192.9005691076281	0.020490802156903486	0.0472293464665435	0.7096450059609778	0.008778394717986242	14.808864589139967	4.7439976270848305
3655000	-1173.8788768114732	-1189.762465959726	15.883589148252703	-1189.762465959726	0.029542820222642416	0.062494669548022214	0.7096450059609778	0.007957107707824498	14.557743666359903	4.7439976270848305
3660000	-1175.6482147095742	-1189.6537343579016	14.005519648327377	-1189.6537343579016	0.02978885015103342	0.06399751343997102	0.45426055474995986	0.021793652685859224	13.426130536842477	4.724040935144057
3665000	-1181.4901846833443	-1189.4640574033892	7.973872720045032	-1189.4640574033892	0.025611162403209743	0.0554668212698877	3.3305509039990104	0.05154746250934135	11.131658176987235	4.724040935144057
3670000	-1178.3003081902464	-1190.3172116794212	12.01690348917486	-1190.3172116794212	0.02604751477583906	0.059692902279186014	3.3305509039990104	0.010992436853781973	13.629393438313098	4.724040935144057
3675000	-1175.643287024103	-1190.7863698550432	15.14308283094	-1190.7863698550432	0.03628111591790384	0.07617378488547957	0.528340536320431	0.008411962877288362	13.68580977958996	4.724040935144057
3680000	-1176.3209750462283	-1190.625424199964	14.304449153735646	-1190.625424199964	0.027804269967153177	0.06300494192825509	0.528340536320431	0.016010891589540617	13.490790472619288	4.724040935144057
3685000	-1176.220187990887	-1190.2141346473527	13.993946656465663	-1190.2141346473527	0.030312553066364448	0.06687284187366041	0.19673704430672037	0.006457562438135111	12.791417399300029	8.233218311548745
3690000	-1176.7373080606596	-1190.332972432455	13.595664371795566	-1190.332972432455	0.03554452419069235	0.07848269228848587	0.19673704430672037	0.020830378326196847	12.763144464134779	4.898808868478257
3695000	-1175.9346588026533	-1190.207241623064	14.272582820410598	-1190.207241623064	0.03630645570497362	0.07959225552990923	0.19673704430672037	0.014166953973630523	13.05456256262659	4.898808868478257
3700000	-1178.5113847528864	-1193.6815055447732	15.170120791886905	-1193.6815055447732	0.02853090080615068	0.06542141838520919	0.19673704430672037	0.008721207254591579	13.466946141520229	4.898808868478257
3705000	-1178.5675913784485	-1193.161537736724	14.593946358275678	-1193.161537736724	0.026028362785421387	0.05912281256895104	1.838807369592935	0.010343871147785278	14.093292548462218	2.966476350879804
3710000	-1177.9388798250357	-1192.6075223321761	14.668642507140566	-1192.6075223321761	0.021118159785502875	0.04785691840643742	0.5824152552555193	0.01771501295346299	14.105014120731395	5.061085363135307
3715000	-1172.5596534043893	-1189.966659704056	17.40700629966661	-1189.966659704056	0.021539379461653997	0.04533454688555654	0.5824152552555193	0.004731641091752987	15.523237539914128	5.061085363135307
3720000	-1174.7326680737772	-1190.1836235456994	15.450955471922336	-1190.1836235456994	0.024762753951854826	0.052827698077861744	0.5824152552555193	0.007481388781020126	15.050207270144966	9.594017914082206
3725000	-1173.0698831345635	-1189.5900523429093	16.52016920834587	-1189.5900523429093	0.022841914885667315	0.04890404845118114	0.5824152552555193	0.008532766826955213	15.31738054639684	5.39771436142808
3730000	-1171.977814478861	-1188.5451196934912	16.567305214630018	-1188.5451196934912	0.024852761514655836	0.052506328654190325	0.5824152552555193	0.006655006662477291	15.115972332503645	5.39771436142808
3735000	-1176.8383876854798	-1189.4427382931578	12.604350607678107	-1189.4427382931578	0.03119603066704471	0.06734128000548427	0.5824152552555193	0.029001328179194524	12.62498990080189	5.39771436142808
3740000	-1173.5196229644648	-1190.3501613881072	16.830538423642338	-1190.3501613881072	0.024931801261555947	0.052037657176343906	0.5824152552555193	0.009045536799244198	15.504439832530739	4.739699400348243
3745000	-1176.2995061038882	-1190.3879019456972	14.088395841809037	-1190.3879019456972	0.04094310693418843	0.08571389902349642	0.14615058858549002	0.019706454158792425	13.10470732368001	4.739699400348243
3750000	-1174.842667825823	-1189.0417621933516	14.19909436752867	-1189.0417621933516	0.02802273783340609	0.05975841427449794	2.0986811761754933	0.010365266350470321	14.543036666451446	4.801387607561427
3755000	-1176.681261532488	-1191.79841818726	15.117156654772053	-1191.79841818726	0.018840092292956037	0.042348379972649314	2.0986811761754933	0.004035711373541227	13.943744734194258	2.990618548672205
3760000	-1174.1325932702061	-1189.7954282822432	15.662835012037068	-1189.7954282822432	0.029168326809040423	0.06367288986003437	0.550072633894575	0.009710492721239663	13.94187845384676	3.34558088063035
3765000	-1175.4460445185293	-1190.6591465830954	15.21310206456604	-1190.6591465830954	0.01999781456089658	0.043065543788739565	2.3619638233139146	0.005218325092106006	15.594677192150588	6.575746703822168
3770000	-1174.8761194723136	-1189.4347525063615	14.558633034048007	-1189.4347525063615	0.024355429128208497	0.051694565791593206	2.3619638233139146	0.006401965153383715	15.144636673256993	6.575746703822168
3775000	-1177.7231713112435	-1191.1521125619174	13.428941250673807	-1191.1521125619174	0.02874897599145973	0.062289252664507355	1.7044441809438826	0.012141474493360643	14.215970159738806	7.532409386592276
3780000	-1175.3908595897592	-1190.6551823403213	15.264322750562014	-1190.6551823403213	0.025025346985424593	0.05217268547833018	1.7044441809438826	0.006972246817194926	15.49666195216306	7.532409386592276
3785000	-1175.3099306175893	-1189.9938379764478	14.683907358858521	-1189.9938379764478	0.03222181313315767	0.06931008072272246	1.2950112290087878	0.008959905168700518	13.665210748037675	3.457931466922921
3790000	-1174.914763346519	-1191.0427554459493	16.12799209943023	-1191.0427554459493	0.02660646064952092	0.05519847884288225	1.2950112290087878	0.010069175495187961	15.226014671567455	3.457931466922921
3795000	-1174.4889391627903	-1189.6918789513481	15.202939788557781	-1189.6918789513481	0.02225610530778907	0.04857907928189664	1.2950112290087878	0.012176354546824709	14.889418443243308	4.749341883632981
3800000	-1176.1897789309714	-1190.9745812679491	14.784802336977616	-1190.9745812679491	0.022484429097829717	0.05047545707101765	1.2950112290087878	0.013046795200861354	14.540327597601632	4.749341883632981
3805000	-1175.1885961954215	-1190.023652062977	14.83505586755549	-1190.023652062977	0.03130484552464885	0.0683714116028341	0.2387131975071036	0.013620639209811177	13.802466270298018	5.572669830232876
3810000	-1173.8773940073063	-1189.508947719607	15.631553712300743	-1189.508947719607	0.030492406463413276	0.06524910804369423	0.2387131975071036	0.0096894954113032	14.258420235128863	5.572669830232876
3815000	-1176.9937315539362	-1188.8047916037065	11.811060049770196	-1188.8047916037065	0.03267413346283447	0.07017981906076748	0.2387131975071036	0.04064169547511233	11.670466286087068	4.833467128711902
3820000	-1172.8970823590942	-1190.790336584988	17.89325422589381	-1190.790336584988	0.028295378107037396	0.05790416456957763	0.2387131975071036	0.006321438059121022	15.213288721697676	2.7265710737930338
3825000	-1179.2495063230467	-1195.5874543262294	16.337948003182646	-1195.5874543262294	0.01810973782461616	0.0385635377810537	0.7763721967754872	0.01277951120822722	15.58947305832275	4.873864323099322
3830000	-1173.0126244689257	-1188.8800975891882	15.8674731202625	-1188.8800975891882	0.024776371595473565	0.05328912620052141	0.7763721967754872	0.01032005129964311	14.905243704738938	4.873864323099322
3835000	-1173.4973025640686	-1188.5713959997474	15.07409343567885	-1188.5713959997474	0.026178468552883218	0.05558333486102506	0.7763721967754872	0.01466643769537561	14.463337022667929	4.873864323099322
3840000	-1178.5438865550661	-1189.7922951141	11.248408559033802	-1189.7922951141	0.030827027815658235	0.06358044026306292	3.6233499298218077	0.020013643750425972	13.847751356999357	5.061211187080967
3845000	-1171.510747865945	-1188.583594357296	17.072846491351036	-1188.583594357296	0.028046248326185765	0.05754945653112537	0.1925344167846243	0.005583280901372148	14.96473612654811	5.061211187080967
3850000	-1181.1951545677093	-1191.606014047416	10.410859479706673	-1191.606014047416	0.03474859968734073	0.07531740126771364	2.9571445454844247	0.021908754930822914	12.97683678787304	7.244041121915703
3855000	-1175.298019315442	-1190.5704096996328	15.272390384190924	-1190.5704096996328	0.025453581188078354	0.05622557272839909	0.6659855114962054	0.009693565504346129	14.481974072312806	6.182553895813539
3860000	-1174.3143924407989	-1189.4410571952192	15.126664754420394	-1189.4410571952192	0.028538890457450776	0.061640538670351915	0.6659855114962054	0.014103960087583212	14.164606152553029	4.185273471971641
3865000	-1183.5800554124855	-1197.2761969150577	13.696141502572093	-1197.2761969150577	0.021413923141625272	0.05153194001780831	0.20888788016829196	0.01004090664752345	13.97376178419578	14.199098508823072
3870000	-1178.4411002018835	-1191.3052583175258	12.8641581156424	-1191.3052583175258	0.030084508343861553	0.06358382029435393	0.20888788016829196	0.03192019216213765	12.594127780080022	5.34892697130107
3875000	-1173.8721833564282	-1189.6241933244537	15.75200996802553	-1189.6241933244537	0.020839915846182014	0.04425261474971778	1.4845292707174882	0.01007102182128561	15.604044403740097	5.34892697130107
3880000	-1173.9114624518193	-1192.0841192041676	18.17265675234822	-1192.0841192041676	0.022789960643174387	0.046888235779057	0.10407307303488025	0.006098600282371391	16.142632099914373	5.34892697130107
3885000	-1177.4107698155428	-1191.207663108003	13.796893292460155	-1191.207663108003	0.03157584268688579	0.07037123930221434	0.41240254973269075	0.019033164223241417	13.213321776792444	5.34892697130107
3890000	-1180.2619196645817	-1191.9868212422134	11.72490157763179	-1191.9868212422134	0.028822592553791434	0.06374382554690637	2.9461170932476826	0.01918558977427356	13.484612808409638	4.636195650074813
3895000	-1173.7237236810215	-1188.3808239486061	14.657100267584593	-1188.3808239486061	0.028333030417194496	0.06110754028681621	0.29944363217813175	0.018452396788833363	13.731172841942822	4.636195650074813
3900000	-1175.5995841549707	-1189.594030702081	13.994446547110392	-1189.594030702081	0.02282774485218519	0.05058559652257085	0.29944363217813175	0.02444743426453938	13.349850124524309	4.636195650074813
3905000	-1174.9924267316	-1192.7679907976858	17.775564066085742	-1192.7679907976858	0.017996329618918172	0.040447610033312126	0.29944363217813175	0.0047331861432350604	14.938309304291796	2.9232195623814192
3910000	-1173.8051716821183	-1190.790295494177	16.985123812058674	-1190.790295494177	0.02303421931714979	0.048274525332704814	0.58377308785529	0.011755749012110274	15.341942325545224	2.9232195623814192
3915000	-1174.697582805848	-1190.0080220472123	15.310439241364225	-1190.0080220472123	0.02484178439954485	0.053390217876391026	0.58377308785529	0.01524775320969596	14.48423136899807	4.657480004231001
3920000	-1175.9608113510028	-1193.5383523611704	17.57754101016769	-1193.5383523611704	0.017594362663366753	0.03757967688157987	2.032851423595571	0.005020649192799691	16.36762053892779	2.475759869096193
3925000	-1176.7130478053755	-1191.006365432478	14.293317627102617	-1191.006365432478	0.026288733204568687	0.05803998542725973	2.032851423595571	0.009160476340394944	14.290062047598546	4.26267766245653
3930000	-1179.0884377702612	-1189.157990257709	10.069552487447654	-1189.157990257709	0.02765588151241792	0.05999477263967496	0.45467580821501996	0.056797846275773355	10.76414561708621	5.895912495852467
3935000	-1173.674169500395	-1189.1239617856118	15.449792285216803	-1189.1239617856118	0.02534053959032034	0.05463490839593842	0.45467580821501996	0.012616824359685492	14.639918197450601	5.895912495852467
3940000	-1175.4324184244035	-1191.3845498139297	15.952131389526137	-1191.3845498139297	0.021295987630417283	0.047731109562826106	0.45467580821501996	0.010121618903391867	14.921899733592797	5.895912495852467
3945000	-1174.5733549662853	-1191.8361676303307	17.26281266404545	-1191.8361676303307	0.018394138963849324	0.03924581541749337	0.45467580821501996	0.003043304742309612	15.030851397609606	5.895912495852467
3950000	-1172.2903524737815	-1188.853877555317	16.563525081535435	-1188.853877555317	0.02248214885370269	0.04803695775873872	0.45467580821501996	0.004783440255874633	14.783779810278041	5.895912495852467
3955000	-1173.942977050083	-1188.9704500336693	15.027472983586282	-1188.9704500336693	0.027468516352904176	0.05955247558846184	0.9375499604315511	0.007361644392085121	14.161725188736476	5.895912495852467
3960000	-1176.909242374497	-1191.2932484583405	14.384006083843492	-1191.2932484583405	0.03686937280260412	0.0808074551136008	0.11849674916418822	0.01623361086695807	12.99462854025477	4.118448220720926
3965000	-1175.0148272688284	-1191.5864634657871	16.571636196958714	-1191.5864634657871	0.023291432260222348	0.04996471076045177	1.5289162137856704	0.007888240760115031	15.240067567431362	2.294778473878897
3970000	-1173.8608740459977	-1189.0007895102633	15.13991546426568	-1189.0007895102633	0.02795130231590509	0.0591526799534358	1.5289162137856704	0.009263321906433948	14.77241799569477	4.698922471425405
3975000	-1175.1982424125151	-1190.8041655207674	15.60592310825233	-1190.8041655207674	0.026849151230061177	0.05973869883250337	0.5115970342708244	0.008547773836089225	13.982835019338651	4.166089976974645
